"Sample"	"-30"	"-29"	"-28"	"-27"	"-26"	"-25"	"-24"	"-23"	"-22"	"-21"	"-20"	"-19"	"-18"	"-17"	"-16"	"-15"	"-14"	"-13"	"-12"	"-11"	"-10"	"-9"	"-8"	"-7"	"-6"	"-5"	"-4"	"-3"	"-2"	"-1"	"0"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	28""	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"
2020EXCL.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70	70	96	109	116	116	116	127	163	173	172	162	149	147	139	152	163	160	137	129	126	124	111	103	100	96	104	100	95	95	86	118	121	111	111	93	96	93	81	67	65	63	77	78	73	70	62	62	60	60	65	70	88	95	95	96	85	93	96	96	88	81	95	145	139	127	129	144	142	124	121	116	118	124	124	131	126	122	131	136	122
2020EXCL.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	101	109	109	104	101	116	119	116	111	136	137	145	139	142	129	118	116	106	118	119	116	116	103	90	80	80	78	75	75	70	63	63	73	118	126	127	113	96	96	86	72	72	78	80	98	100	88	91	106	119	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	78	77	81	73	73	67	67	75	85	91
2020EXCL.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	26	36	73	77	80	83	88	91	106	116	119	119	119	132	137	183	183	183	183	149	149	149	109	111	109	108	109	103	103	95	98	142	136	136	131	104	104	88	98	98	98	98	98	98	98	98	98	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	47	57	83	83	83	72	72	72	70	122	106	106	108	108	108
2020HILL.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	3	16	50	90	101	96	100	100	88	77	77	85	85	62	62	121	144	152	152	140	121	121	142	158	145	168	176	186	185	178	154	152	131	129	108	122	134	144	145	132	127	113	70	100	96	101	111	118	114	114	111	113	124	127	119	118	116	106	101	85	68	57	52	47	50	55	63	67	75	136	163	203	209	195	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	5	18	18	18	14	19	50	50	50	50	49	49	49	49	49	49	45	44	67	100	111	114	131	131	122	140	147	152	162	162	155	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	98	91	80	73	75	77	75	63	81	103	145	118	118	118	118	83	83	83	83	83	83	83	83	83	83	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	13	18	21	14	14	6	3	13	14	14	16	16	19	34	34	27	21	21	57	62	62	62	62	32	32	14	9	37	36	36	47	55	45	54	72	75	83	80	72	59	54	37	36	31	41	55	80	88	91	88	131	154	149	137	98	85	72	70	88	91	83	77	70	60	59	63	81	91	85	91	93	106	122	119	114	100	80	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	34	59	52	52	52	52	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	96	96	96	96	96	68	55	85	85	85	68	60	73	75	75	77	83	86	81	80	72	75	70	70	75	85	86	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	93	93	78	78	81	90	100	98	98	96	91	91	91	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	3	9	13	42	52	47	50	62	62	67	88	121	183	201	201	201	199	199	191	188	175	168	152	142	144	118	108	96	93	90	101	149	154	155	140	132	131	122	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	45	45	63	80	86	95	104	104	103	91	91	91	91	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11	19	19	24	26	27	29	27	24	26	31	36	57	67	104	119	122	136	95	95	95	144	152	152	157	157	145	129	134	126	100	100	78	78	78	73	67	72	75	78	78	75	75	86	85	90	86	83	78	75	78	80	70	55	57	52	47	50	55	57	54	57	55	50	52	78	98	103	103	91	77	67	67	83	106	108	109	113	106	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	36	44	44	32	32	24	24	23	16	14	13	24	24	70	136	147	158	162	180	195	196	180	129	180	180	180	173	154	154	154	144	144	139	140	175	165	167	167	167	152	134	139	134	134	131	126	126	136	149	139	170	196	198	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	122	121	132	132	131	132	134	134	129	132	137	132	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109	109	109	109	103	103	98	98	98	42	42	42	42	34	39	39	34	34	34	34	34	34	34	67	80	75	77	80	72	90	90	101	101	104	106	108	109	108	113	113	114	116	121	132	129	129	129	83	96	96	134	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	62	62	62	62	62	62	NA	NA	NA	NA	NA	NA
2020HILL.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	19	26	27	29	37	70	70	93	114	124	122	122	131	150	163	167	162	165	160	170	173	188	181	173	165	165	136	136	109	65	65	65	65	65	65	65	65	65	65	65	65	65	93	80	80	80	90	101	101	104	104	104	98	86	70	65	78	78	85	93	91	98	98	103	101	109	109	116	126	134	137	142	147	160	155	154	147	150	152	162	NA	NA	NA	NA
2020HILL.10	NA	NA	NA	7	41	50	50	68	85	63	63	63	63	63	63	63	63	63	63	63	63	63	63	186	186	183	183	170	152	140	126	144	178	173	155	158	173	122	122	181	181	147	147	142	142	136	126	126	114	114	113	113	111	121	121	119	111	103	90	88	88	93	103	124	114	101	101	91	91	91	93	108	119	131	131	124	119	127	136	140	144	149	152	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020HILL.11	NA	NA	NA	0	0	0	0	1	3	5	5	13	29	290	276	276	276	276	276	276	276	276	276	276	276	132	132	132	132	86	85	111	144	157	162	160	144	116	131	145	170	191	229	235	239	265	268	273	267	224	224	217	227	229	224	190	185	165	157	167	185	196	181	181	144	144	106	106	111	100	109	111	116	121	113	108	108	109	108	108	101	95	88	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
